0,115,1 9 2 6 4 3 7 8 5
1,103,1 9 6 2 4 3 7 8 5
2,99,1 2 6 9 4 3 7 8 5
3,107,1 2 6 4 9 3 7 8 5
4,109,1 2 6 8 4 3 7 9 5
5,91,1 2 8 9 4 3 7 6 5
6,97,1 2 8 9 6 3 7 4 5
7,125,8 2 1 9 4 3 7 6 5
8,87,1 2 3 9 4 8 7 6 5
9,113,1 6 3 9 4 8 7 2 5
10,89,1 2 3 6 4 8 7 9 5
11,97,1 2 3 9 4 8 6 7 5
12,89,1 3 2 9 4 8 7 6 5
13,145,7 2 3 9 4 8 1 6 5
14,81,1 2 5 9 4 8 7 6 3
15,91,1 2 6 9 4 8 7 5 3
16,95,1 2 5 6 4 8 7 9 3
17,93,1 2 5 8 4 9 7 6 3
18,85,1 4 5 9 2 8 7 6 3
19,101,4 2 5 9 1 8 7 6 3
20,109,9 2 5 1 4 8 7 6 3
21,93,1 3 5 9 4 8 7 6 2
22,93,1 2 5 9 4 3 7 6 8
23,89,1 2 5 9 7 8 4 6 3
24,93,1 2 5 9 4 6 7 8 3
25,101,5 2 1 9 4 8 7 6 3
26,89,1 2 5 9 4 8 7 3 6
27,125,8 2 5 9 4 1 7 6 3
28,87,1 2 5 3 4 8 7 6 9
29,101,5 2 1 9 4 8 7 6 3
30,93,1 2 5 9 4 3 7 6 8
31,93,1 2 5 9 4 3 7 6 8
32,125,8 2 5 9 4 1 7 6 3
33,93,1 5 2 9 4 8 7 6 3
34,87,1 2 5 9 8 4 7 6 3
35,109,9 2 5 1 4 8 7 6 3
36,93,2 1 5 9 4 8 7 6 3
37,87,1 2 5 3 4 8 7 6 9
38,93,1 2 5 9 4 6 7 8 3
39,93,2 1 5 9 4 8 7 6 3
40,87,1 2 5 9 8 4 7 6 3
41,81,1 2 9 5 4 8 7 6 3
42,105,1 6 9 5 4 8 7 2 3
43,91,1 8 9 5 4 2 7 6 3
44,99,1 2 9 7 4 8 5 6 3
45,83,1 2 3 5 4 8 7 6 9
46,125,8 2 9 5 4 1 7 6 3
47,98,3 2 9 5 4 8 7 6 1
48,139,7 2 9 5 4 8 1 6 3
49,81,1 2 9 4 5 8 7 6 3
50,117,1 7 9 4 5 8 2 6 3
51,87,1 2 9 4 5 6 7 8 3
52,97,1 3 9 4 5 8 7 6 2
53,71,1 2 5 4 9 8 7 6 3
54,86,1 2 5 3 9 8 7 6 4
55,81,1 2 5 9 4 8 7 6 3
56,63,1 2 4 5 9 8 7 6 3
57,109,1 8 4 5 9 2 7 6 3
58,73,1 2 4 8 9 5 7 6 3
59,81,1 2 9 5 4 8 7 6 3
