Iteration,Cost,Temperature,Sequence
0,27,20,3 1 2
1,21,19.9,1 3 2
2,26,19.8,1 2 3
3,22,19.7,2 1 3
4,17,19.6,2 3 1
5,17,19.5,2 3 1
6,17,19.4,2 3 1
7,17,19.3,2 3 1
8,17,19.2,2 3 1
9,27,19.1,3 2 1
10,26,19,1 2 3
11,21,18.9,1 3 2
12,21,18.8,1 3 2
13,26,18.7,1 2 3
14,21,18.59999,1 3 2
15,17,18.49999,2 3 1
16,22,18.39999,2 1 3
17,27,18.29999,3 1 2
18,21,18.19999,1 3 2
19,17,18.09999,2 3 1
20,21,17.99999,1 3 2
21,26,17.89999,1 2 3
22,27,17.79999,3 2 1
23,26,17.69999,1 2 3
24,27,17.59999,3 2 1
25,27,17.49999,3 1 2
26,22,17.39999,2 1 3
27,27,17.29999,3 1 2
28,22,17.19999,2 1 3
29,22,17.09999,2 1 3
30,22,16.99999,2 1 3
31,17,16.89999,2 3 1
32,17,16.79999,2 3 1
33,17,16.69999,2 3 1
34,21,16.59999,1 3 2
35,27,16.49999,3 1 2
36,27,16.39999,3 2 1
37,17,16.29999,2 3 1
38,22,16.19999,2 1 3
39,27,16.09999,3 1 2
40,22,15.99998,2 1 3
41,26,15.89998,1 2 3
42,27,15.79998,3 2 1
43,26,15.69998,1 2 3
44,26,15.59998,1 2 3
45,22,15.49998,2 1 3
46,26,15.39998,1 2 3
47,22,15.29998,2 1 3
48,17,15.19998,2 3 1
49,27,15.09998,3 2 1
50,27,14.99998,3 1 2
51,21,14.89998,1 3 2
52,27,14.79998,3 1 2
53,22,14.69998,2 1 3
54,27,14.59998,3 1 2
55,21,14.49998,1 3 2
56,26,14.39998,1 2 3
57,22,14.29998,2 1 3
58,17,14.19998,2 3 1
59,21,14.09998,1 3 2
60,26,13.99998,1 2 3
61,21,13.89998,1 3 2
62,17,13.79998,2 3 1
63,21,13.69998,1 3 2
64,17,13.59998,2 3 1
65,17,13.49998,2 3 1
66,22,13.39997,2 1 3
67,26,13.29997,1 2 3
68,22,13.19997,2 1 3
69,27,13.09997,3 1 2
70,22,12.99997,2 1 3
71,22,12.89997,2 1 3
72,22,12.79997,2 1 3
73,27,12.69997,3 1 2
74,21,12.59997,1 3 2
75,26,12.49997,1 2 3
76,21,12.39997,1 3 2
77,21,12.29997,1 3 2
78,21,12.19997,1 3 2
79,26,12.09997,1 2 3
80,21,11.99997,1 3 2
81,21,11.89997,1 3 2
82,17,11.79997,2 3 1
83,21,11.69997,1 3 2
84,21,11.59997,1 3 2
85,21,11.49997,1 3 2
86,27,11.39997,3 1 2
87,27,11.29997,3 2 1
88,17,11.19997,2 3 1
89,17,11.09997,2 3 1
90,27,10.99997,3 2 1
91,17,10.89997,2 3 1
92,22,10.79996,2 1 3
93,27,10.69996,3 1 2
94,27,10.59996,3 2 1
95,27,10.49996,3 1 2
96,22,10.39996,2 1 3
