Iteration,Cost,Temperature,Sequence
0,115,100,1 9 2 6 4 3 7 8 5
1,103,99,1 9 6 2 4 3 7 8 5
2,99,98,1 2 6 9 4 3 7 8 5
3,107,97,1 2 6 4 9 3 7 8 5
4,105,96,1 2 8 4 9 3 7 6 5
5,105,95,1 2 8 4 9 3 7 6 5
6,117,94,3 2 8 4 9 1 7 6 5
7,125,93,3 6 8 4 9 1 7 2 5
8,89,92,3 6 8 7 9 1 4 2 5
9,119,91,3 6 2 7 9 1 4 8 5
10,119,90,3 6 2 7 9 1 4 8 5
11,89,89,3 6 8 7 9 1 4 2 5
12,111,88,3 6 8 2 9 1 4 7 5
13,89,87,3 6 8 9 2 1 4 7 5
14,105,86,6 3 8 9 2 1 4 7 5
15,133,85,9 3 8 6 2 1 4 7 5
16,141,84,9 1 8 6 2 3 4 7 5
17,141,83,9 1 8 6 4 3 2 7 5
18,141,82,9 1 8 6 4 3 2 7 5
19,141,81,9 1 7 6 4 3 2 8 5
20,125,80,5 1 7 6 4 3 2 8 9
21,139,79,5 1 7 3 4 6 2 8 9
22,139,78,7 1 5 3 4 6 2 8 9
23,139,77,7 1 5 3 4 9 2 8 6
24,139,76,7 1 5 3 4 6 2 8 9
25,133,75,6 1 5 3 4 7 2 8 9
26,121,74,6 5 1 3 4 7 2 8 9
27,111,73,6 5 1 3 7 4 2 8 9
28,107,72,3 5 1 6 7 4 2 8 9
29,115,71,5 3 1 6 7 4 2 8 9
30,130,70,5 3 1 6 7 9 2 8 4
31,122,69,3 5 1 6 7 9 2 8 4
32,130,68,3 5 1 6 9 7 2 8 4
33,124,67,3 5 1 8 9 7 2 6 4
34,116,66,3 6 1 8 9 7 2 5 4
35,122,65,3 7 1 8 9 6 2 5 4
36,116,64,3 7 8 1 9 6 2 5 4
37,125,63,4 7 8 1 9 6 2 5 3
38,116,62,3 7 8 1 9 6 2 5 4
39,116,61,2 7 8 1 9 6 3 5 4
40,110,60,2 7 8 9 1 6 3 5 4
41,110,59,2 7 8 9 1 6 3 5 4
42,126,58,2 6 8 9 1 7 3 5 4
43,116,57,2 6 1 9 8 7 3 5 4
44,117,56,2 6 1 4 8 7 3 5 9
45,117,55,2 6 4 1 8 7 3 5 9
46,121,54,2 6 4 7 8 1 3 5 9
47,93,53,2 1 4 7 8 6 3 5 9
48,87,52,2 1 4 8 7 6 3 5 9
49,87,51,2 1 4 8 7 6 3 5 9
50,115,50,2 8 4 1 7 6 3 5 9
51,113,49,9 8 4 1 7 6 3 5 2
52,115,48,2 8 4 1 7 6 3 5 9
53,111,47,2 8 7 1 4 6 3 5 9
54,108,46,2 8 7 9 4 6 3 5 1
55,112,45,4 8 7 9 2 6 3 5 1
56,102,44,6 8 7 9 2 4 3 5 1
57,96,43,6 8 7 9 2 4 5 3 1
58,100,42,6 8 7 3 2 4 5 9 1
59,104,41,6 8 7 3 2 1 5 9 4
60,104,40,6 7 8 3 2 1 5 9 4
61,122,39,6 7 1 3 2 8 5 9 4
62,115,38,6 4 1 3 2 8 5 9 7
63,115,37,6 4 1 3 2 8 5 7 9
64,105,36,6 4 1 3 2 5 8 7 9
65,109,35,6 4 1 3 5 2 8 7 9
66,123,34,6 4 1 3 8 2 5 7 9
67,132,33,6 9 1 3 8 2 5 7 4
68,130,32,3 9 1 6 8 2 5 7 4
69,120,31,3 9 1 7 8 2 5 6 4
70,108,30,3 9 5 7 8 2 1 6 4
71,108,29,3 7 5 9 8 2 1 6 4
72,114,28,3 7 5 9 6 2 1 8 4
73,114,27,3 7 5 9 6 1 2 8 4
74,114,26,3 7 5 9 6 1 2 8 4
75,107,25,3 7 5 4 6 1 2 8 9
76,113,24,3 7 5 4 8 1 2 6 9
77,99,23,3 4 5 7 8 1 2 6 9
78,109,22,3 4 5 7 2 1 8 6 9
79,113,21,3 4 2 7 5 1 8 6 9
80,117,20,3 7 2 4 5 1 8 6 9
81,117,19,3 7 1 4 5 2 8 6 9
82,130,18,3 7 1 9 5 2 8 6 4
83,112,17,3 7 5 9 1 2 8 6 4
84,111,16,3 7 5 9 1 4 8 6 2
85,111,15,3 7 5 9 1 4 6 8 2
86,107,14,3 7 6 9 1 4 5 8 2
87,93,13,3 7 6 9 8 4 5 1 2
88,85,12,3 7 6 9 8 5 4 1 2
89,83,11,3 7 6 5 8 9 4 1 2
90,95,10,3 8 6 5 7 9 4 1 2
91,92,9,3 8 6 5 7 9 4 2 1
92,92,8,3 8 6 5 7 9 4 2 1
93,80,7,3 7 6 5 8 9 4 2 1
94,84,6,3 7 6 5 8 9 2 4 1
95,84,5,3 7 6 5 8 9 2 4 1
96,84,4,3 7 6 5 8 9 2 4 1
97,84,3,3 7 6 5 8 9 2 4 1
98,84,2,3 7 6 5 8 9 2 4 1
99,84,1,3 7 6 5 8 9 2 4 1
