Iteration;Cost;Temperature;Sequence
0;119;1000;1 7 6 4 8 5 3 9 2
1;119;900;1 8 6 4 7 5 3 9 2
2;95;810;1 4 6 8 7 5 3 9 2
3;93;729;1 4 6 3 7 5 8 9 2
4;99;656,1;1 4 6 3 9 5 8 7 2
5;113;590,49;1 4 6 3 9 5 8 2 7
6;126;531,441;7 4 6 3 9 5 8 2 1
7;130;478,2969;7 2 6 3 9 5 8 4 1
8;118;430,4672;7 2 3 6 9 5 8 4 1
9;102;387,4204;3 2 7 6 9 5 8 4 1
10;120;348,6784;3 2 7 4 9 5 8 6 1
11;134;313,8105;6 2 7 4 9 5 8 3 1
12;134;282,4294;6 4 7 2 9 5 8 3 1
13;130;254,1865;6 4 7 9 2 5 8 3 1
14;132;228,7678;6 4 7 9 2 3 8 5 1
15;141;205,8911;6 4 7 9 2 3 8 1 5
16;143;185,3019;5 4 7 9 2 3 8 1 6
17;139;166,7717;5 4 7 6 2 3 8 1 9
18;143;150,0946;5 4 7 9 2 3 8 1 6
19;109;135,0851;1 4 7 9 2 3 8 5 6
20;99;121,5766;1 4 7 5 2 3 8 9 6
21;95;109,4189;1 4 7 5 3 2 8 9 6
22;107;98,47703;1 4 7 5 3 9 8 2 6
23;101;88,62933;1 4 9 5 3 7 8 2 6
24;113;79,76639;2 4 9 5 3 7 8 1 6
25;125;71,78975;9 4 2 5 3 7 8 1 6
26;105;64,61077;9 4 2 5 6 7 8 1 3
27;95;58,14969;3 4 2 5 6 7 8 1 9
28;115;52,33472;3 4 6 5 2 7 8 1 9
29;121;47,10125;3 8 6 5 2 7 4 1 9
30;127;42,39112;3 8 5 6 2 7 4 1 9
31;121;38,15201;3 8 5 2 6 7 4 1 9
32;121;34,33681;3 8 5 2 6 7 4 1 9
33;115;30,90313;3 8 2 5 6 7 4 1 9
34;115;27,81281;3 8 2 5 6 7 1 4 9
35;104;25,03153;3 8 2 5 6 7 9 4 1
36;110;22,52838;3 8 2 4 6 7 9 5 1
37;112;20,27554;4 8 2 3 6 7 9 5 1
38;112;18,24799;4 8 2 3 6 7 9 5 1
39;112;16,42319;4 8 2 3 6 7 9 5 1
40;116;14,78087;4 8 2 5 6 7 9 3 1
41;116;13,30278;4 8 2 5 6 7 9 3 1
42;108;11,9725;4 2 8 5 6 7 9 3 1
43;116;10,77525;4 8 2 5 6 7 9 3 1
44;116;9,697727;4 8 2 5 6 7 9 3 1
45;122;8,727954;4 8 6 5 2 7 9 3 1
46;118;7,855158;2 8 6 5 4 7 9 3 1
47;104;7,069643;7 8 6 5 4 2 9 3 1
48;105;6,362678;7 8 6 5 4 2 9 1 3
49;105;5,72641;8 7 6 5 4 2 9 1 3
50;105;5,153769;8 7 6 5 4 2 9 1 3
51;107;4,638392;2 7 6 5 4 8 9 1 3
52;89;4,174552;2 4 6 5 7 8 9 1 3
53;89;3,757097;2 4 6 5 7 8 9 1 3
54;89;3,381387;2 4 6 5 7 8 9 1 3
55;89;3,043248;2 4 6 5 7 8 9 1 3
56;89;2,738924;2 4 6 5 7 8 9 1 3
57;79;2,465031;1 4 6 5 7 8 9 2 3
58;79;2,218528;1 4 6 5 7 8 9 2 3
59;79;1,996675;1 4 6 5 7 8 9 2 3
60;79;1,797008;1 4 6 5 7 8 9 2 3
61;79;1,617307;1 4 6 5 7 8 9 2 3
62;79;1,455576;1 4 6 5 7 8 9 2 3
63;81;1,310018;1 4 6 5 7 8 9 3 2
64;81;1,179016;1 4 6 5 7 8 9 3 2
65;81;1,061115;1 4 6 5 7 8 9 3 2
66;75;0,9550033;1 4 5 6 7 8 9 3 2
67;75;0,8595029;1 4 5 6 7 8 9 3 2
68;75;0,7735526;1 4 5 6 7 8 9 3 2
69;75;0,6961973;1 4 5 6 7 8 9 3 2
70;75;0,6265776;1 4 5 6 7 8 9 3 2
71;73;0,5639198;1 4 5 6 7 8 9 2 3
72;73;0,5075278;1 4 5 6 7 8 9 2 3
73;73;0,456775;1 4 5 6 7 8 9 2 3
74;73;0,4110975;1 4 5 6 7 8 9 2 3
75;73;0,3699877;1 4 5 6 7 8 9 2 3
76;73;0,3329889;1 4 5 6 7 8 9 2 3
77;73;0,29969;1 4 5 6 7 8 9 2 3
78;73;0,269721;1 4 5 6 7 8 9 2 3
79;73;0,2427489;1 4 5 6 7 8 9 2 3
80;73;0,218474;1 4 5 6 7 8 9 2 3
81;73;0,1966266;1 4 5 6 7 8 9 2 3
82;73;0,1769639;1 4 5 6 7 8 9 2 3
83;73;0,1592675;1 4 5 6 7 8 9 2 3
84;73;0,1433408;1 4 5 6 7 8 9 2 3
85;73;0,1290067;1 4 5 6 7 8 9 2 3
86;73;0,116106;1 4 5 6 7 8 9 2 3
87;73;0,1044954;1 4 5 6 7 8 9 2 3
88;73;0,09404586;1 2 5 6 7 8 9 4 3
89;73;0,08464127;1 2 5 6 7 8 9 4 3
90;73;0,07617714;1 2 5 6 7 8 9 4 3
91;73;0,06855942;1 2 5 6 7 8 9 4 3
92;73;0,06170348;1 2 5 6 7 8 9 4 3
93;73;0,05553313;1 2 5 6 7 8 9 4 3
94;73;0,04997982;1 2 5 6 7 8 9 4 3
95;73;0,04498183;1 2 5 6 7 8 9 4 3
96;71;0,04048365;1 2 4 6 7 8 9 5 3
97;71;0,03643528;1 2 4 6 7 8 9 5 3
98;71;0,03279176;1 2 4 6 7 8 9 5 3
99;71;0,02951258;1 2 4 6 7 8 9 5 3
100;71;0,02656132;1 2 4 6 7 8 9 5 3
101;71;0,02390519;1 2 4 6 7 8 9 5 3
102;71;0,02151467;1 2 4 6 7 8 9 5 3
103;71;0,0193632;1 2 4 6 7 8 9 5 3
104;65;0,01742688;1 2 4 5 7 8 9 6 3
105;65;0,01568419;1 2 4 5 7 8 9 6 3
106;65;0,01411578;1 2 4 5 7 8 9 6 3
107;65;0,0127042;1 2 4 5 7 8 9 6 3
108;65;0,01143378;1 2 4 5 7 8 9 6 3
109;65;0,0102904;1 2 4 5 7 8 9 6 3
110;65;0,009261359;1 2 4 5 7 8 9 6 3
111;65;0,008335223;1 2 4 5 7 8 9 6 3
112;65;0,007501701;1 2 4 5 7 8 9 6 3
113;65;0,006751531;1 2 4 5 7 8 9 6 3
114;65;0,006076377;1 2 4 5 7 8 9 6 3
115;65;0,00546874;1 2 4 5 7 8 9 6 3
116;65;0,004921866;1 2 4 5 7 8 9 6 3
117;65;0,004429679;1 2 4 5 7 8 9 6 3
118;65;0,003986711;1 2 4 5 7 8 9 6 3
119;65;0,003588039;1 2 4 5 7 8 9 6 3
120;65;0,003229235;1 2 4 5 7 8 9 6 3
121;65;0,002906312;1 2 4 5 7 8 9 6 3
122;65;0,00261568;1 2 4 5 7 8 9 6 3
123;65;0,002354112;1 2 4 5 7 8 9 6 3
124;65;0,002118701;1 2 4 5 7 8 9 6 3
125;65;0,001906831;1 2 4 5 7 8 9 6 3
126;65;0,001716148;1 2 4 5 7 8 9 6 3
127;65;0,001544533;1 2 4 5 7 8 9 6 3
128;65;0,00139008;1 2 4 5 7 8 9 6 3
129;65;0,001251072;1 2 4 5 7 8 9 6 3
130;65;0,001125964;1 2 4 5 7 8 9 6 3
131;65;0,001013368;1 2 4 5 7 8 9 6 3
132;65;0,0009120311;1 2 4 5 7 8 9 6 3
133;65;0,000820828;1 2 4 5 7 8 9 6 3
134;65;0,0007387451;1 2 4 5 7 8 9 6 3
135;65;0,0006648706;1 2 4 5 7 8 9 6 3
136;65;0,0005983835;1 2 4 5 7 8 9 6 3
137;65;0,0005385452;1 2 4 5 7 8 9 6 3
138;65;0,0004846907;1 2 4 5 7 8 9 6 3
139;65;0,0004362216;1 2 4 5 7 8 9 6 3
140;65;0,0003925994;1 2 4 5 7 8 9 6 3
141;63;0,0003533394;1 2 4 5 9 8 7 6 3
142;63;0,0003180055;1 2 4 5 9 8 7 6 3
143;63;0,0002862049;1 2 4 5 9 8 7 6 3
144;63;0,0002575844;1 2 4 5 9 8 7 6 3
145;63;0,000231826;1 2 4 5 9 8 7 6 3
146;63;0,0002086434;1 2 4 5 9 8 7 6 3
147;63;0,000187779;1 2 4 5 9 8 7 6 3
148;63;0,0001690011;1 2 4 5 9 8 7 6 3
149;63;0,000152101;1 2 4 5 9 8 7 6 3
