Iteration,Cost,Temperature,Sequence
0,189,100,18 10 17 19 14 3 5 13 2 7 12 8 11 4 6 1 15 9 20 16
1,199,99,18 10 17 19 14 3 4 13 2 7 12 8 11 5 6 1 15 9 20 16
2,205,98,13 10 17 19 14 3 4 18 2 7 12 8 11 5 6 1 15 9 20 16
3,199,97,13 9 17 19 14 3 4 18 2 7 12 8 11 5 6 1 15 10 20 16
4,197,96,13 5 17 19 14 3 4 18 2 7 12 8 11 9 6 1 15 10 20 16
5,203,95,13 5 17 19 14 3 4 18 2 7 15 8 11 9 6 1 12 10 20 16
6,201,94,15 5 17 19 14 3 4 18 2 7 13 8 11 9 6 1 12 10 20 16
7,199,93,15 5 17 19 3 14 4 18 2 7 13 8 11 9 6 1 12 10 20 16
8,201,92,15 5 17 19 3 20 4 18 2 7 13 8 11 9 6 1 12 10 14 16
9,185,91,4 5 17 19 3 20 15 18 2 7 13 8 11 9 6 1 12 10 14 16
10,189,90,4 5 17 19 8 20 15 18 2 7 13 3 11 9 6 1 12 10 14 16
11,187,89,4 5 17 20 8 19 15 18 2 7 13 3 11 9 6 1 12 10 14 16
12,203,88,4 17 5 20 8 19 15 18 2 7 13 3 11 9 6 1 12 10 14 16
13,205,87,4 17 5 20 2 19 15 18 8 7 13 3 11 9 6 1 12 10 14 16
14,193,86,4 17 11 20 2 19 15 18 8 7 13 3 5 9 6 1 12 10 14 16
15,187,85,4 7 11 20 2 19 15 18 8 17 13 3 5 9 6 1 12 10 14 16
16,187,84,4 7 11 20 2 19 15 18 8 17 13 3 5 9 1 6 12 10 14 16
17,191,83,4 7 11 20 2 19 15 14 8 17 13 3 5 9 1 6 12 10 18 16
18,191,82,4 7 11 20 2 19 15 14 8 17 13 3 5 9 1 6 12 10 18 16
19,187,81,4 7 15 20 2 19 11 14 8 17 13 3 5 9 1 6 12 10 18 16
20,187,80,4 7 15 20 2 19 11 14 8 17 13 3 5 9 1 6 12 10 18 16
21,197,79,4 7 15 20 2 19 11 14 8 17 13 3 5 9 10 6 12 1 18 16
22,197,78,4 7 15 20 2 19 11 14 8 17 13 3 5 9 10 6 12 1 18 16
23,195,77,4 7 15 2 20 19 11 14 8 17 13 3 5 9 10 6 12 1 18 16
24,199,76,8 7 15 2 20 19 11 14 4 17 13 3 5 9 10 6 12 1 18 16
25,201,75,8 7 14 2 20 19 11 15 4 17 13 3 5 9 10 6 12 1 18 16
