Iteration,Cost,Temperature,Sequence
0,174,10,1 4 20 2 7 10 14 16 12 19 3 8 13 18 9 15 17 11 5 6
1,178,9,1 4 20 2 7 10 14 16 12 19 3 8 13 18 9 15 17 5 11 6
2,178,8,1 4 20 2 7 10 14 16 12 19 3 8 13 18 9 15 17 5 11 6
3,182,7,1 4 20 2 7 10 14 16 12 19 3 8 17 18 9 15 13 5 11 6
4,178,6,1 4 20 2 7 10 14 11 12 19 3 8 17 18 9 15 13 5 16 6
5,178,5,1 4 20 2 7 10 14 11 12 19 3 8 17 18 9 15 13 5 16 6
6,168,4,1 4 20 2 7 10 14 11 12 19 3 8 17 5 9 15 13 18 16 6
7,164,3,1 4 20 2 7 10 14 11 12 19 3 5 17 8 9 15 13 18 16 6
8,164,2,1 4 20 2 7 10 14 11 12 19 3 5 17 8 9 15 13 18 16 6
9,164,1,1 4 20 2 7 10 14 11 12 19 3 5 17 8 9 15 13 18 16 6
