Iteration,Cost,Temperature,Sequence
0,179,300,16 12 18 1 13 14 19 7 15 6 4 20 17 8 11 5 3 9 10 2
1,185,299,16 12 18 1 13 14 19 7 17 6 4 20 15 8 11 5 3 9 10 2
2,195,298,14 12 18 1 13 16 19 7 17 6 4 20 15 8 11 5 3 9 10 2
3,197,297,14 12 18 1 13 16 19 7 17 6 4 20 15 8 11 10 3 9 5 2
4,205,296,14 12 18 1 13 16 19 7 17 3 4 20 15 8 11 10 6 9 5 2
5,211,295,14 12 18 1 13 16 19 7 17 3 4 20 15 8 9 10 6 11 5 2
6,215,294,14 12 18 1 13 16 19 7 17 3 10 20 15 8 9 4 6 11 5 2
7,221,293,14 12 18 1 5 16 19 7 17 3 10 20 15 8 9 4 6 11 13 2
8,209,292,14 12 18 1 5 16 15 7 17 3 10 20 19 8 9 4 6 11 13 2
9,221,291,14 12 18 1 5 16 4 7 17 3 10 20 19 8 9 15 6 11 13 2
10,235,290,14 7 18 1 5 16 4 12 17 3 10 20 19 8 9 15 6 11 13 2
11,237,289,14 7 18 1 5 16 4 12 17 3 10 20 13 8 9 15 6 11 19 2
12,225,288,14 7 18 1 5 11 4 12 17 3 10 20 13 8 9 15 6 16 19 2
13,221,287,14 7 20 1 5 11 4 12 17 3 10 18 13 8 9 15 6 16 19 2
14,217,286,14 7 20 1 5 11 4 12 17 18 10 3 13 8 9 15 6 16 19 2
15,205,285,14 7 20 3 5 11 4 12 17 18 10 1 13 8 9 15 6 16 19 2
16,205,284,14 7 20 3 5 11 2 12 17 18 10 1 13 8 9 15 6 16 19 4
17,197,283,14 7 18 3 5 11 2 12 17 20 10 1 13 8 9 15 6 16 19 4
18,177,282,14 7 9 3 5 11 2 12 17 20 10 1 13 8 18 15 6 16 19 4
19,155,281,14 19 9 3 5 11 2 12 17 20 10 1 13 8 18 15 6 16 7 4
20,167,280,14 6 9 3 5 11 2 12 17 20 10 1 13 8 18 15 19 16 7 4
21,157,279,14 6 9 3 5 2 11 12 17 20 10 1 13 8 18 15 19 16 7 4
22,171,278,14 3 9 6 5 2 11 12 17 20 10 1 13 8 18 15 19 16 7 4
23,167,277,16 3 9 6 5 2 11 12 17 20 10 1 13 8 18 15 19 14 7 4
24,173,276,16 3 9 6 5 2 11 12 17 7 10 1 13 8 18 15 19 14 20 4
25,173,275,16 3 9 6 5 2 11 12 17 7 10 1 13 8 18 15 20 14 19 4
26,195,274,16 20 9 6 5 2 11 12 17 7 10 1 13 8 18 15 3 14 19 4
27,211,273,1 20 9 6 5 2 11 12 17 7 10 16 13 8 18 15 3 14 19 4
28,195,272,1 20 9 6 5 3 11 12 17 7 10 16 13 8 18 15 2 14 19 4
29,187,271,1 20 9 6 5 3 11 12 17 7 10 2 13 8 18 15 16 14 19 4
30,199,270,1 20 9 6 5 3 11 12 17 8 10 2 13 7 18 15 16 14 19 4
31,193,269,1 20 9 6 5 3 11 12 17 19 10 2 13 7 18 15 16 14 8 4
32,197,268,1 20 3 6 5 9 11 12 17 19 10 2 13 7 18 15 16 14 8 4
33,197,267,1 20 3 6 5 9 11 12 17 19 10 2 13 7 18 15 16 14 8 4
34,195,266,1 20 3 6 5 9 11 12 17 19 10 2 13 7 4 15 16 14 8 18
35,217,265,11 20 3 6 5 9 1 12 17 19 10 2 13 7 4 15 16 14 8 18
36,205,264,11 20 6 3 5 9 1 12 17 19 10 2 13 7 4 15 16 14 8 18
37,201,263,11 20 6 3 5 9 1 12 17 14 10 2 13 7 4 15 16 19 8 18
38,201,262,11 20 6 7 5 9 1 12 17 14 10 2 13 3 4 15 16 19 8 18
39,185,261,18 20 6 7 5 9 1 12 17 14 10 2 13 3 4 15 16 19 8 11
40,191,260,18 20 6 7 5 9 1 12 17 14 10 2 13 3 4 15 19 16 8 11
41,181,259,18 20 6 7 5 9 12 1 17 14 10 2 13 3 4 15 19 16 8 11
42,183,258,18 20 15 7 5 9 12 1 17 14 10 2 13 3 4 6 19 16 8 11
43,203,257,18 20 15 7 5 9 17 1 12 14 10 2 13 3 4 6 19 16 8 11
44,187,256,18 20 15 7 5 9 8 1 12 14 10 2 13 3 4 6 19 16 17 11
45,181,255,18 20 15 7 5 9 8 1 12 14 10 11 13 3 4 6 19 16 17 2
46,177,254,18 20 15 7 12 9 8 1 5 14 10 11 13 3 4 6 19 16 17 2
47,171,253,18 20 19 7 12 9 8 1 5 14 10 11 13 3 4 6 15 16 17 2
48,189,252,18 20 19 7 12 9 8 1 5 14 10 11 13 15 4 6 3 16 17 2
49,205,251,3 20 19 7 12 9 8 1 5 14 10 11 13 15 4 6 18 16 17 2
50,199,250,3 11 19 7 12 9 8 1 5 14 10 20 13 15 4 6 18 16 17 2
51,199,249,3 11 9 7 12 19 8 1 5 14 10 20 13 15 4 6 18 16 17 2
52,195,248,3 11 9 7 12 19 18 1 5 14 10 20 13 15 4 6 8 16 17 2
53,199,247,3 11 9 7 12 19 4 1 5 14 10 20 13 15 18 6 8 16 17 2
54,203,246,3 6 9 7 12 19 4 1 5 14 10 20 13 15 18 11 8 16 17 2
