Iteration,Cost,Temperature,Sequence
0,179,10,16 12 18 1 13 14 19 7 15 6 4 20 17 8 11 5 3 9 10 2
1,185,9,16 12 18 1 13 14 19 7 17 6 4 20 15 8 11 5 3 9 10 2
2,185,8,16 12 18 1 13 14 19 7 17 6 4 20 15 8 11 5 3 9 10 2
3,187,7,16 12 18 1 13 14 19 7 17 6 4 20 15 8 11 10 3 9 5 2
4,187,6,16 12 18 1 13 14 19 7 17 6 4 20 15 8 11 10 3 9 5 2
5,187,5,16 12 18 1 13 14 19 7 17 6 4 20 15 8 11 10 3 9 5 2
6,179,4,16 12 18 1 13 14 19 7 17 6 10 20 15 8 11 4 3 9 5 2
7,173,3,16 12 18 13 1 14 19 7 17 6 10 20 15 8 11 4 3 9 5 2
8,173,2,16 12 18 13 1 14 19 7 17 6 10 20 15 8 11 4 3 9 5 2
9,173,1,16 12 18 13 1 14 19 7 17 6 10 20 15 8 11 4 3 9 5 2
