Iteration;Cost;Temperature;Sequence
0;189;1000;18 10 17 19 14 3 5 13 2 7 12 8 11 4 6 1 15 9 20 16
1;199;900;18 10 17 19 14 3 4 13 2 7 12 8 11 5 6 1 15 9 20 16
2;205;810;13 10 17 19 14 3 4 18 2 7 12 8 11 5 6 1 15 9 20 16
3;199;729;13 9 17 19 14 3 4 18 2 7 12 8 11 5 6 1 15 10 20 16
4;197;656,1;13 5 17 19 14 3 4 18 2 7 12 8 11 9 6 1 15 10 20 16
5;203;590,49;13 5 17 19 14 3 4 18 2 7 15 8 11 9 6 1 12 10 20 16
6;201;531,441;15 5 17 19 14 3 4 18 2 7 13 8 11 9 6 1 12 10 20 16
7;199;478,2969;15 5 17 19 3 14 4 18 2 7 13 8 11 9 6 1 12 10 20 16
8;201;430,4672;15 5 17 19 3 20 4 18 2 7 13 8 11 9 6 1 12 10 14 16
9;185;387,4204;4 5 17 19 3 20 15 18 2 7 13 8 11 9 6 1 12 10 14 16
10;189;348,6784;4 5 17 19 8 20 15 18 2 7 13 3 11 9 6 1 12 10 14 16
11;187;313,8105;4 5 17 20 8 19 15 18 2 7 13 3 11 9 6 1 12 10 14 16
12;203;282,4294;4 17 5 20 8 19 15 18 2 7 13 3 11 9 6 1 12 10 14 16
13;205;254,1865;4 17 5 20 2 19 15 18 8 7 13 3 11 9 6 1 12 10 14 16
14;193;228,7678;4 17 11 20 2 19 15 18 8 7 13 3 5 9 6 1 12 10 14 16
15;187;205,8911;4 7 11 20 2 19 15 18 8 17 13 3 5 9 6 1 12 10 14 16
16;187;185,3019;4 7 11 20 2 19 15 18 8 17 13 3 5 9 1 6 12 10 14 16
17;191;166,7717;4 7 11 20 2 19 15 14 8 17 13 3 5 9 1 6 12 10 18 16
18;195;150,0946;4 7 11 20 2 19 15 16 8 17 13 3 5 9 1 6 12 10 18 14
19;195;135,0851;4 7 15 20 2 19 11 16 8 17 13 3 5 9 1 6 12 10 18 14
20;199;121,5766;4 7 15 20 2 19 11 16 8 17 13 12 5 9 1 6 3 10 18 14
21;197;109,4189;4 7 15 20 2 19 11 16 8 17 13 12 5 9 10 6 3 1 18 14
22;207;98,47703;4 7 10 20 2 19 11 16 8 17 13 12 5 9 15 6 3 1 18 14
23;211;88,62933;4 7 20 10 2 19 11 16 8 17 13 12 5 9 15 6 3 1 18 14
24;213;79,76639;8 7 20 10 2 19 11 16 4 17 13 12 5 9 15 6 3 1 18 14
25;201;71,78975;8 7 16 10 2 19 11 20 4 17 13 12 5 9 15 6 3 1 18 14
26;197;64,61077;19 7 16 10 2 8 11 20 4 17 13 12 5 9 15 6 3 1 18 14
27;207;58,14969;19 7 16 10 2 8 11 20 4 12 13 17 5 9 15 6 3 1 18 14
28;197;52,33472;19 7 16 10 2 8 11 20 4 12 13 17 15 9 5 6 3 1 18 14
29;187;47,10125;19 7 16 10 2 8 11 1 4 12 13 17 15 9 5 6 3 20 18 14
30;187;42,39112;19 7 16 10 2 11 8 1 4 12 13 17 15 9 5 6 3 20 18 14
31;197;38,15201;19 7 16 10 2 11 8 1 4 12 13 17 15 9 5 18 3 20 6 14
32;195;34,33681;19 7 16 10 2 11 8 1 4 12 13 17 14 9 5 18 3 20 6 15
33;193;30,90313;4 7 16 10 2 11 8 1 19 12 13 17 14 9 5 18 3 20 6 15
34;189;27,81281;4 7 16 10 2 20 8 1 19 12 13 17 14 9 5 18 3 11 6 15
35;189;25,03153;4 7 16 10 2 20 19 1 8 12 13 17 14 9 5 18 3 11 6 15
36;185;22,52838;4 7 16 10 2 20 17 1 8 12 13 19 14 9 5 18 3 11 6 15
37;185;20,27554;4 7 16 10 2 20 17 1 8 12 13 19 14 9 5 18 3 11 6 15
38;187;18,24799;2 7 16 10 4 20 17 1 8 12 13 19 14 9 5 18 3 11 6 15
39;203;16,42319;2 19 16 10 4 20 17 1 8 12 13 7 14 9 5 18 3 11 6 15
40;191;14,78087;2 3 16 10 4 20 17 1 8 12 13 7 14 9 5 18 19 11 6 15
41;191;13,30278;2 3 16 10 4 20 17 1 8 12 13 7 14 9 5 18 19 11 6 15
42;191;11,9725;2 3 16 10 4 20 17 1 8 9 13 7 14 12 5 18 19 11 6 15
43;193;10,77525;20 3 16 10 4 2 17 1 8 9 13 7 14 12 5 18 19 11 6 15
44;183;9,697727;20 11 16 10 4 2 17 1 8 9 13 7 14 12 5 18 19 3 6 15
45;187;8,727954;20 11 16 10 4 2 13 1 8 9 17 7 14 12 5 18 19 3 6 15
46;187;7,855158;20 11 16 10 4 2 13 1 8 9 17 7 14 12 5 18 19 3 6 15
47;189;7,069643;1 11 16 10 4 2 13 20 8 9 17 7 14 12 5 18 19 3 6 15
48;185;6,362678;1 10 16 11 4 2 13 20 8 9 17 7 14 12 5 18 19 3 6 15
49;185;5,72641;1 10 16 11 4 2 13 20 8 9 17 7 14 12 5 18 19 3 6 15
50;185;5,153769;1 10 16 11 4 2 13 20 8 9 17 7 14 12 5 18 19 3 6 15
51;183;4,638392;1 10 16 11 4 2 13 20 8 9 17 7 5 12 14 18 19 3 6 15
52;183;4,174552;1 10 16 11 4 2 13 20 8 9 17 7 5 12 14 18 19 3 6 15
53;187;3,757097;1 10 16 11 4 2 13 20 8 9 17 14 5 12 7 18 19 3 6 15
54;185;3,381387;1 10 16 11 4 2 13 20 8 9 17 14 6 12 7 18 19 3 5 15
55;185;3,043248;1 10 16 11 4 2 13 20 8 9 17 14 6 12 7 18 19 3 5 15
56;189;2,738924;1 10 16 11 4 2 14 20 8 9 17 13 6 12 7 18 19 3 5 15
57;189;2,465031;1 10 16 11 4 2 14 20 8 9 17 13 6 12 7 18 19 3 5 15
58;189;2,218528;1 10 16 11 4 2 14 20 8 9 17 13 6 12 7 18 19 3 5 15
59;189;1,996675;1 10 16 5 4 2 14 20 8 9 17 13 6 12 7 18 19 3 11 15
60;185;1,797008;1 10 16 5 4 2 14 20 8 9 6 13 17 12 7 18 19 3 11 15
61;175;1,617307;1 10 7 5 4 2 14 20 8 9 6 13 17 12 16 18 19 3 11 15
62;173;1,455576;1 10 7 5 4 15 14 20 8 9 6 13 17 12 16 18 19 3 11 2
63;163;1,310018;1 10 7 5 4 15 14 20 8 9 6 13 12 17 16 18 19 3 11 2
64;163;1,179016;1 10 7 5 4 15 14 20 8 9 6 13 12 17 16 18 19 3 11 2
65;161;1,061115;1 10 7 5 4 15 14 20 8 9 6 13 12 17 16 18 19 3 2 11
66;153;0,9550033;1 10 9 5 4 15 14 20 8 7 6 13 12 17 16 18 19 3 2 11
67;153;0,8595029;1 10 9 5 4 15 14 20 8 7 6 13 12 17 16 18 19 3 2 11
68;153;0,7735526;1 10 9 5 4 15 14 20 8 7 6 13 12 17 16 18 19 3 2 11
69;153;0,6961973;1 10 9 5 4 15 14 20 8 7 6 13 12 17 16 18 19 3 2 11
70;153;0,6265776;1 10 9 5 4 15 14 20 8 7 6 13 12 17 16 18 19 3 2 11
71;153;0,5639198;1 10 9 5 4 15 14 20 8 7 6 13 12 17 16 18 19 3 2 11
72;153;0,5075278;1 10 9 5 4 15 14 20 8 7 6 13 12 17 16 18 19 3 2 11
