Iteration,Cost,Temperature,Sequence
0,217,100,3 15 11 9 1 13 2 8 4 12 5 16 7 17 14 10 6
1,217,99,3 15 11 9 1 13 5 8 4 12 2 16 7 17 14 10 6
2,225,98,3 15 11 9 1 13 5 8 4 12 2 16 7 17 14 6 10
3,239,97,3 15 11 14 1 13 5 8 4 12 2 16 7 17 9 6 10
4,237,96,3 15 11 14 1 4 5 8 13 12 2 16 7 17 9 6 10
5,217,95,3 15 11 14 1 4 5 8 13 12 2 17 7 16 9 6 10
6,203,94,3 15 11 14 1 4 5 8 13 12 2 17 7 6 9 16 10
7,203,93,3 15 11 14 1 4 5 8 13 6 2 17 7 12 9 16 10
8,199,92,3 5 11 14 1 4 15 8 13 6 2 17 7 12 9 16 10
9,199,91,3 5 11 14 1 4 15 8 13 12 2 17 7 6 9 16 10
10,219,90,16 5 11 14 1 4 15 8 13 12 2 17 7 6 9 3 10
11,185,89,16 5 13 14 1 4 15 8 11 12 2 17 7 6 9 3 10
12,182,88,16 5 13 14 10 4 15 8 11 12 2 17 7 6 9 3 1
13,182,87,16 5 13 14 10 4 17 8 11 12 2 15 7 6 9 3 1
14,194,86,16 4 13 14 10 5 17 8 11 12 2 15 7 6 9 3 1
15,204,85,16 4 13 14 10 5 11 8 17 12 2 15 7 6 9 3 1
16,204,84,16 4 13 14 10 5 11 8 17 12 2 15 7 6 9 3 1
17,222,83,16 4 13 14 10 11 5 8 17 12 2 15 7 6 9 3 1
18,222,82,16 10 13 14 4 11 5 8 17 12 2 15 7 6 9 3 1
19,224,81,16 10 8 14 4 11 5 13 17 12 2 15 7 6 9 3 1
20,242,80,16 10 8 14 6 11 5 13 17 12 2 15 7 4 9 3 1
21,248,79,16 10 8 14 6 11 5 13 17 12 2 15 7 4 3 9 1
22,228,78,16 10 3 14 6 11 5 13 17 12 2 15 7 4 8 9 1
23,228,77,16 10 3 14 6 11 5 13 17 12 2 15 7 4 8 9 1
24,214,76,16 10 3 14 6 11 5 13 9 12 2 15 7 4 8 17 1
25,214,75,16 10 3 14 6 11 5 13 9 12 17 15 7 4 8 2 1
26,214,74,8 10 3 14 6 11 5 13 9 12 17 15 7 4 16 2 1
27,208,73,7 10 3 14 6 11 5 13 9 12 17 15 8 4 16 2 1
28,228,72,7 10 3 14 6 17 5 13 9 12 11 15 8 4 16 2 1
29,230,71,7 17 3 14 6 10 5 13 9 12 11 15 8 4 16 2 1
30,218,70,7 17 3 14 2 10 5 13 9 12 11 15 8 4 16 6 1
31,222,69,7 17 3 5 2 10 14 13 9 12 11 15 8 4 16 6 1
32,222,68,7 17 3 5 2 10 6 13 9 12 11 15 8 4 16 14 1
33,218,67,7 2 3 5 17 10 6 13 9 12 11 15 8 4 16 14 1
34,218,66,7 15 3 5 17 10 6 13 9 12 11 2 8 4 16 14 1
35,192,65,7 15 3 5 17 10 2 13 9 12 11 6 8 4 16 14 1
36,192,64,7 15 3 5 17 10 2 13 9 12 11 6 8 4 16 14 1
37,204,63,7 15 3 5 17 10 2 6 9 12 11 13 8 4 16 14 1
38,198,62,7 15 3 5 16 10 2 6 9 12 11 13 8 4 17 14 1
39,204,61,7 15 13 5 16 10 2 6 9 12 11 3 8 4 17 14 1
40,208,60,7 15 13 5 16 10 2 12 9 6 11 3 8 4 17 14 1
41,204,59,7 15 2 5 16 10 13 12 9 6 11 3 8 4 17 14 1
42,195,58,7 15 2 5 16 10 13 12 9 6 11 3 1 4 17 14 8
43,195,57,7 15 2 5 16 10 13 12 9 6 14 3 1 4 17 11 8
44,209,56,7 15 2 5 11 10 13 12 9 6 14 3 1 4 17 16 8
45,209,55,7 15 2 11 5 10 13 12 9 6 14 3 1 4 17 16 8
46,209,54,7 15 2 11 16 10 13 12 9 6 14 3 1 4 17 5 8
47,191,53,7 15 2 11 16 4 13 12 9 6 14 3 1 10 17 5 8
48,195,52,7 15 2 11 16 4 13 12 9 6 14 1 3 10 17 5 8
49,193,51,7 15 2 11 16 4 13 12 9 6 17 1 3 10 14 5 8
50,193,50,7 15 17 11 16 4 13 12 9 6 2 1 3 10 14 5 8
51,199,49,7 15 17 11 9 4 13 12 16 6 2 1 3 10 14 5 8
52,221,48,7 9 17 11 15 4 13 12 16 6 2 1 3 10 14 5 8
53,229,47,3 9 17 11 15 4 13 12 16 6 2 1 7 10 14 5 8
54,227,46,3 9 17 11 15 4 13 12 16 6 2 5 7 10 14 1 8
55,193,45,3 15 17 11 9 4 13 12 16 6 2 5 7 10 14 1 8
56,211,44,15 3 17 11 9 4 13 12 16 6 2 5 7 10 14 1 8
57,229,43,15 3 11 17 9 4 13 12 16 6 2 5 7 10 14 1 8
58,223,42,15 3 11 17 9 4 6 12 16 13 2 5 7 10 14 1 8
59,215,41,15 3 11 10 9 4 6 12 16 13 2 5 7 17 14 1 8
60,195,40,15 3 11 10 9 4 6 12 16 13 2 5 1 17 14 7 8
61,191,39,15 3 11 10 14 4 6 12 16 13 2 5 1 17 9 7 8
62,191,38,15 3 11 10 14 4 6 12 16 13 2 5 1 17 9 7 8
63,201,37,15 3 11 10 14 12 6 4 16 13 2 5 1 17 9 7 8
64,207,36,15 3 11 10 14 12 6 4 16 13 2 1 5 17 9 7 8
65,207,35,15 3 11 10 14 12 6 4 16 13 2 1 5 17 9 7 8
66,205,34,15 3 11 6 14 12 10 4 16 13 2 1 5 17 9 7 8
67,211,33,15 3 8 6 14 12 10 4 16 13 2 1 5 17 9 7 11
68,205,32,15 3 8 6 14 13 10 4 16 12 2 1 5 17 9 7 11
69,205,31,15 3 8 6 14 13 10 4 16 12 2 1 5 17 9 7 11
70,205,30,15 3 8 6 14 13 10 4 16 12 2 1 5 17 9 7 11
71,213,29,15 3 8 14 6 13 10 4 16 12 2 1 5 17 9 7 11
72,213,28,15 3 8 14 4 13 10 6 16 12 2 1 5 17 9 7 11
73,201,27,15 3 8 14 4 13 9 6 16 12 2 1 5 17 10 7 11
74,201,26,15 3 8 14 4 13 9 6 16 12 2 1 5 17 10 7 11
75,195,25,15 3 8 14 4 13 9 12 16 6 2 1 5 17 10 7 11
76,179,24,15 3 6 14 4 13 9 12 16 8 2 1 5 17 10 7 11
