Iteration,Cost,Temperature,Sequence
0,205,10,1 4 2 7 10 14 16 12 3 8 13 9 15 17 11 5 6
1,205,9,1 4 2 7 10 14 16 12 3 8 13 9 15 17 11 5 6
2,207,8,1 4 2 7 10 3 16 12 14 8 13 9 15 17 11 5 6
3,207,7,1 4 2 7 10 3 16 12 14 8 13 9 15 17 11 5 6
4,207,6,1 4 2 7 10 3 16 12 14 8 13 9 15 17 11 5 6
5,203,5,7 4 2 1 10 3 16 12 14 8 13 9 15 17 11 5 6
6,203,4,7 4 2 1 10 3 16 12 14 8 13 9 15 17 11 5 6
7,199,3,7 4 2 1 10 3 16 12 14 15 13 9 8 17 11 5 6
8,189,2,7 4 2 1 10 3 11 12 14 15 13 9 8 17 16 5 6
9,189,1,7 4 2 1 10 3 11 12 14 15 13 9 8 17 16 5 6
