Iteration,Cost,Temperature,Sequence
0,175,10,10 17 14 3 5 13 2 7 12 8 11 4 6 1 15 9 16
1,175,9,10 17 14 3 5 13 2 7 12 8 11 4 6 1 15 9 16
2,175,8,10 17 14 3 5 13 2 7 12 8 11 4 6 1 15 9 16
3,181,7,10 17 14 3 5 13 2 8 12 7 11 4 6 1 15 9 16
4,169,6,10 17 14 3 5 13 2 8 12 7 11 4 15 1 6 9 16
5,169,5,10 17 14 3 5 13 2 8 12 16 11 4 15 1 6 9 7
6,175,4,10 17 14 3 5 13 16 8 12 2 11 4 15 1 6 9 7
7,165,3,10 17 14 3 5 13 16 8 12 7 11 4 15 1 6 9 2
8,161,2,10 17 14 3 5 13 6 8 12 7 11 4 15 1 16 9 2
9,161,1,10 17 14 3 5 13 6 8 12 7 11 4 15 1 16 9 2
