Iteration;Cost;Temperature;Sequence
0;207;10000;3 19 15 11 9 20 1 13 2 8 4 12 5 16 7 17 14 10 6 18
1;203;8000;3 19 15 11 9 12 1 13 2 8 4 20 5 16 7 17 14 10 6 18
2;211;6400;3 19 15 11 9 13 1 12 2 8 4 20 5 16 7 17 14 10 6 18
3;219;5120;4 19 15 11 9 13 1 12 2 8 3 20 5 16 7 17 14 10 6 18
4;211;4096;5 19 15 11 9 13 1 12 2 8 3 20 4 16 7 17 14 10 6 18
5;203;3276,8;5 19 15 11 9 12 1 13 2 8 3 20 4 16 7 17 14 10 6 18
6;189;2621,44;5 19 15 11 9 12 3 13 2 8 1 20 4 16 7 17 14 10 6 18
7;211;2097,152;5 19 15 11 9 12 10 13 2 8 1 20 4 16 7 17 14 3 6 18
8;219;1677,722;5 19 15 11 9 10 12 13 2 8 1 20 4 16 7 17 14 3 6 18
9;219;1342,177;5 19 15 20 9 10 12 13 2 8 1 11 4 16 7 17 14 3 6 18
10;211;1073,742;5 19 15 20 9 8 12 13 2 10 1 11 4 16 7 17 14 3 6 18
11;201;858,9936;5 19 15 20 8 9 12 13 2 10 1 11 4 16 7 17 14 3 6 18
12;189;687,1949;5 19 15 20 8 9 12 13 2 1 10 11 4 16 7 17 14 3 6 18
13;211;549,7559;5 19 2 20 8 9 12 13 15 1 10 11 4 16 7 17 14 3 6 18
14;217;439,8047;5 19 2 10 8 9 12 13 15 1 20 11 4 16 7 17 14 3 6 18
15;231;351,8438;5 19 2 12 8 9 10 13 15 1 20 11 4 16 7 17 14 3 6 18
16;215;281,4751;5 19 2 12 8 9 10 6 15 1 20 11 4 16 7 17 14 3 13 18
17;222;225,1801;5 19 2 12 18 9 10 6 15 1 20 11 4 16 7 17 14 3 13 8
18;224;180,144;5 19 2 12 18 9 10 6 15 1 17 11 4 16 7 20 14 3 13 8
19;208;144,1152;5 19 2 12 18 9 10 16 15 1 17 11 4 6 7 20 14 3 13 8
20;194;115,2922;5 19 2 12 18 17 10 16 15 1 9 11 4 6 7 20 14 3 13 8
21;194;92,23376;5 19 2 12 18 17 10 16 15 1 9 11 4 6 7 20 14 3 13 8
22;186;73,78701;5 4 2 12 18 17 10 16 15 1 9 11 19 6 7 20 14 3 13 8
23;178;59,02961;2 4 5 12 18 17 10 16 15 1 9 11 19 6 7 20 14 3 13 8
24;188;47,22369;2 4 5 12 18 17 10 19 15 1 9 11 16 6 7 20 14 3 13 8
25;192;37,77895;2 4 5 12 18 17 10 19 15 1 9 11 16 6 7 20 13 3 14 8
26;188;30,22316;4 2 5 12 18 17 10 19 15 1 9 11 16 6 7 20 13 3 14 8
27;188;24,17853;4 2 5 12 18 17 10 19 15 1 9 11 16 6 7 20 13 3 14 8
28;188;19,34282;4 2 5 12 18 17 10 19 15 1 9 11 16 6 7 20 13 3 14 8
29;182;15,47426;4 2 5 12 18 17 10 19 15 11 9 1 16 6 7 20 13 3 14 8
30;204;12,37941;4 6 5 12 18 17 10 19 15 11 9 1 16 2 7 20 13 3 14 8
31;194;9,903527;4 6 5 12 18 17 10 19 15 11 9 14 16 2 7 20 13 3 1 8
32;194;7,922822;4 6 5 12 18 17 10 19 15 11 9 14 16 2 7 20 13 3 1 8
33;192;6,338258;4 6 5 12 18 17 10 19 15 11 20 14 16 2 7 9 13 3 1 8
34;192;5,070606;4 6 5 12 18 17 10 19 15 11 20 14 16 2 7 9 13 3 1 8
35;184;4,056485;4 6 5 12 10 17 18 19 15 11 20 14 16 2 7 9 13 3 1 8
36;184;3,245188;4 6 5 12 10 17 18 19 15 11 20 14 16 2 7 9 13 3 1 8
37;184;2,596151;4 7 5 12 10 17 18 19 15 11 20 14 16 2 6 9 13 3 1 8
38;192;2,076921;4 10 5 12 7 17 18 19 15 11 20 14 16 2 6 9 13 3 1 8
39;186;1,661536;4 10 5 12 3 17 18 19 15 11 20 14 16 2 6 9 13 7 1 8
40;182;1,329229;4 10 5 12 3 17 18 19 15 6 20 14 16 2 11 9 13 7 1 8
41;182;1,063383;4 10 5 12 3 17 18 19 15 6 20 14 16 2 11 9 13 7 1 8
42;174;0,8507068;4 10 5 12 3 9 18 19 15 6 20 14 16 2 11 17 13 7 1 8
43;174;0,6805654;4 10 5 12 3 9 18 19 15 6 20 14 16 2 11 17 13 7 1 8
44;174;0,5444524;4 10 5 12 3 9 18 19 15 6 20 14 16 2 11 17 13 7 1 8
45;174;0,4355619;4 10 5 12 3 9 18 19 15 6 20 13 16 2 11 17 14 7 1 8
46;174;0,3484495;4 13 5 12 3 9 18 19 15 6 20 10 16 2 11 17 14 7 1 8
47;174;0,2787596;4 13 5 12 3 9 18 19 15 6 20 10 16 2 11 17 14 7 1 8
48;174;0,2230077;4 13 5 12 3 9 18 19 15 6 20 10 16 2 11 17 14 7 1 8
49;174;0,1784062;4 13 5 12 3 9 18 19 15 6 20 10 16 2 11 17 14 7 1 8
50;174;0,1427249;4 13 5 12 3 9 18 19 15 6 20 10 16 2 11 17 14 7 1 8
51;171;0,1141799;4 8 5 12 3 9 18 19 15 6 20 10 16 2 11 17 14 7 1 13
52;171;0,09134396;4 8 5 12 3 9 18 19 15 6 20 10 16 2 11 17 14 7 1 13
53;171;0,07307517;4 8 5 12 3 9 18 19 15 6 20 10 16 2 11 17 14 7 1 13
54;171;0,05846014;4 8 5 12 3 9 18 19 15 6 20 10 16 2 11 17 14 7 1 13
55;171;0,04676811;4 8 5 12 3 9 18 19 15 6 20 10 16 2 11 17 14 7 1 13
56;149;0,03741449;4 8 5 12 3 9 18 19 15 6 20 10 16 13 11 17 14 7 1 2
57;149;0,02993159;4 8 5 12 3 9 18 19 6 15 20 10 16 13 11 17 14 7 1 2
58;149;0,02394527;4 8 5 12 3 9 18 19 6 15 20 10 16 13 11 17 14 7 1 2
59;149;0,01915622;4 8 5 12 3 9 18 19 6 15 20 10 16 13 11 17 14 7 1 2
60;149;0,01532497;4 8 5 12 3 9 18 19 6 17 20 10 16 13 11 15 14 7 1 2
61;147;0,01225998;4 8 5 3 12 9 18 19 6 17 20 10 16 13 11 15 14 7 1 2
62;147;0,009807984;4 8 5 3 12 9 18 19 6 17 20 10 16 13 11 15 14 7 1 2
63;147;0,007846388;4 8 5 3 12 9 18 19 6 17 20 10 16 13 11 15 14 7 1 2
64;147;0,00627711;4 8 5 3 12 9 18 19 6 17 20 10 16 13 11 15 14 7 1 2
65;143;0,005021689;4 8 5 3 12 9 18 19 6 17 20 10 11 13 16 15 14 7 1 2
66;143;0,004017351;4 8 5 3 12 9 18 19 6 17 20 10 11 13 16 15 14 7 1 2
67;143;0,003213881;4 8 5 3 12 9 18 19 6 17 20 10 11 13 16 15 14 7 1 2
68;143;0,002571105;4 8 5 3 12 9 18 19 6 17 20 10 11 13 16 15 14 7 1 2
69;143;0,002056884;4 8 5 3 12 9 18 19 6 17 20 10 11 13 16 15 14 7 1 2
70;143;0,001645507;4 8 5 3 12 9 18 19 6 17 20 10 11 13 16 15 14 7 1 2
71;133;0,001316406;4 8 5 3 12 9 18 19 11 17 20 10 6 13 16 15 14 7 1 2
72;133;0,001053125;4 8 5 3 12 9 18 19 11 17 20 10 6 13 16 15 14 7 1 2
73;133;0,0008424997;4 8 5 3 12 9 18 19 11 17 20 10 6 13 16 15 14 7 1 2
74;133;0,0006739997;4 8 5 3 12 9 18 19 11 17 20 10 6 13 16 15 14 7 1 2
75;133;0,0005391998;4 8 5 3 12 9 18 19 11 17 20 10 6 13 16 15 14 7 1 2
76;133;0,0004313598;4 8 5 3 12 9 18 19 11 17 20 10 6 13 16 15 14 7 1 2
77;133;0,0003450879;4 8 5 3 12 9 18 19 11 17 20 10 6 13 16 15 14 7 1 2
78;127;0,0002760703;13 8 5 3 12 9 18 19 11 17 20 10 6 4 16 15 14 7 1 2
79;127;0,0002208562;13 8 5 3 12 9 18 19 11 17 20 10 6 4 16 15 14 7 1 2
80;127;0,000176685;13 8 5 3 12 9 18 19 11 17 20 10 6 4 16 15 14 7 1 2
81;127;0,000141348;13 8 5 3 12 9 18 11 19 17 20 10 6 4 16 15 14 7 1 2
82;127;0,0001130784;13 8 5 3 12 9 18 11 19 17 20 10 6 4 16 15 14 7 1 2
