Iteration,Cost,Temperature,Sequence
0,532,10,3 19 15 11 9 20 1 13 21 2 8 4 12 5 16 7 17 14 10 23 22 24 6 18
1,502,9.9,3 19 15 11 9 20 1 13 21 2 4 8 12 5 16 7 17 14 10 23 22 24 6 18
2,486,9.799999,3 19 15 11 9 20 1 13 21 2 4 8 7 5 16 12 17 14 10 23 22 24 6 18
3,486,9.699999,3 19 15 11 9 20 1 13 21 2 4 8 7 5 16 12 17 14 10 23 22 24 6 18
4,502,9.599998,3 19 15 11 9 20 1 13 21 2 4 8 7 5 16 12 17 14 23 10 22 24 6 18
5,476,9.499998,3 19 15 11 9 20 1 13 21 2 4 8 7 5 14 12 17 16 23 10 22 24 6 18
6,475,9.399998,3 18 15 11 9 20 1 13 21 2 4 8 7 5 14 12 17 16 23 10 22 24 6 19
7,475,9.299997,3 18 15 11 9 20 1 13 21 2 4 8 7 5 14 12 17 16 23 10 22 24 6 19
8,471,9.199997,3 18 15 11 9 13 1 20 21 2 4 8 7 5 14 12 17 16 23 10 22 24 6 19
9,471,9.099997,3 17 15 11 9 13 1 20 21 2 4 8 7 5 14 12 18 16 23 10 22 24 6 19
10,469,8.999996,3 17 15 11 9 13 1 20 21 2 4 8 7 5 14 12 18 24 23 10 22 16 6 19
11,401,8.899996,3 17 15 11 9 13 1 20 6 2 4 8 7 5 14 12 18 24 23 10 22 16 21 19
12,397,8.799995,3 17 15 11 9 13 22 20 6 2 4 8 7 5 14 12 18 24 23 10 1 16 21 19
13,397,8.699995,3 17 15 11 9 13 22 20 6 2 4 8 7 5 14 12 18 24 23 10 1 16 21 19
14,397,8.599995,3 17 15 11 9 13 22 20 6 2 4 8 7 5 14 12 18 24 23 10 1 16 21 19
15,397,8.499994,3 17 15 11 9 13 22 20 6 2 4 8 7 5 14 12 18 24 23 10 1 16 21 19
16,397,8.399994,3 17 15 11 9 13 22 20 6 2 4 8 7 5 14 12 18 24 23 10 1 16 21 19
17,397,8.299994,3 17 15 11 9 13 22 20 6 2 4 8 7 5 14 12 18 24 23 10 1 16 21 19
18,397,8.199993,3 17 15 11 9 13 22 20 6 2 4 8 7 5 14 12 18 24 23 10 1 16 21 19
19,399,8.099993,3 17 15 11 9 22 13 20 6 2 4 8 7 5 14 12 18 24 23 10 1 16 21 19
20,395,7.999993,3 17 15 11 9 22 13 20 6 2 4 8 7 5 14 12 18 24 16 10 1 23 21 19
21,395,7.899993,3 17 15 11 9 22 13 20 6 2 4 8 7 5 14 12 18 24 16 10 1 23 21 19
22,395,7.799993,3 17 15 11 9 22 13 20 6 2 4 8 7 5 14 12 18 24 16 10 1 23 21 19
23,395,7.699993,3 17 15 11 9 22 13 20 6 2 4 8 7 5 14 12 18 24 16 10 1 23 21 19
24,405,7.599993,3 17 15 11 9 22 13 20 6 2 4 8 7 5 14 12 18 16 24 10 1 23 21 19
25,405,7.499993,3 17 15 11 9 22 13 20 6 2 4 8 7 5 14 12 18 16 24 10 1 23 21 19
26,405,7.399993,3 17 15 11 9 22 13 20 6 2 4 8 7 5 14 12 18 16 24 10 1 23 21 19
27,408,7.299994,3 17 15 11 9 19 13 20 6 2 4 8 7 5 14 12 18 16 24 10 1 23 21 22
28,404,7.199994,3 17 15 11 9 16 13 20 6 2 4 8 7 5 14 12 18 19 24 10 1 23 21 22
29,404,7.099994,3 17 15 11 9 16 13 20 6 2 4 8 7 5 14 12 18 19 24 10 1 23 21 22
30,398,6.999994,3 17 15 11 9 16 13 5 6 2 4 8 7 20 14 12 18 19 24 10 1 23 21 22
31,400,6.899994,3 17 15 24 9 16 13 5 6 2 4 8 7 20 14 12 18 19 11 10 1 23 21 22
32,414,6.799994,3 2 15 24 9 16 13 5 6 17 4 8 7 20 14 12 18 19 11 10 1 23 21 22
33,414,6.699994,3 2 15 24 9 16 13 5 6 17 4 8 7 20 14 12 18 19 11 10 1 23 21 22
34,414,6.599994,3 2 15 24 9 16 13 5 6 17 4 8 7 14 20 12 18 19 11 10 1 23 21 22
35,414,6.499994,3 2 15 24 9 16 13 5 6 17 4 8 7 14 20 12 18 19 11 10 1 23 21 22
36,414,6.399994,3 2 15 24 9 16 13 5 6 17 4 8 7 14 20 12 18 19 11 10 1 23 21 22
37,414,6.299994,3 2 15 24 9 16 13 5 6 17 4 8 7 14 20 12 18 19 11 10 1 23 21 22
38,414,6.199995,3 2 15 24 9 16 13 5 6 17 4 8 7 14 20 12 18 19 11 10 1 23 21 22
39,418,6.099995,3 2 15 24 9 16 13 5 6 17 4 8 7 14 20 12 18 19 23 10 1 11 21 22
40,424,5.999995,3 2 15 24 9 16 17 5 6 13 4 8 7 14 20 12 18 19 23 10 1 11 21 22
41,424,5.899995,3 2 15 24 9 16 17 5 6 13 4 8 7 14 20 12 18 19 23 10 1 11 21 22
42,422,5.799995,3 2 15 11 9 16 17 5 6 13 4 8 7 14 20 12 18 19 23 10 1 24 21 22
43,406,5.699995,3 2 4 11 9 16 17 5 6 13 15 8 7 14 20 12 18 19 23 10 1 24 21 22
44,406,5.599995,3 2 4 11 9 16 17 5 6 13 15 8 7 14 20 12 18 19 23 10 1 24 21 22
45,406,5.499995,3 2 4 11 9 16 17 5 6 13 15 8 7 14 20 12 18 19 23 10 1 24 21 22
46,404,5.399995,3 2 4 11 9 6 17 5 16 13 15 8 7 14 20 12 18 19 23 10 1 24 21 22
47,404,5.299995,3 2 4 11 9 6 17 5 16 13 15 8 7 14 20 12 18 19 23 10 1 24 21 22
48,404,5.199996,3 2 4 11 9 6 17 5 16 13 15 8 7 14 20 12 18 19 23 10 1 24 21 22
49,404,5.099996,3 2 4 11 9 6 17 5 16 13 15 8 7 14 20 12 18 19 23 10 1 24 21 22
50,404,4.999996,3 2 4 11 9 6 17 5 16 13 15 8 7 14 20 12 18 19 23 10 1 24 21 22
51,404,4.899996,3 2 4 11 9 6 17 5 16 13 15 8 7 14 20 12 18 19 23 10 1 24 21 22
52,404,4.799996,3 2 4 11 9 6 17 5 16 13 15 8 7 14 20 12 18 19 23 10 1 24 21 22
53,396,4.699996,3 2 4 11 9 6 17 5 13 16 15 8 7 14 20 12 18 19 23 10 1 24 21 22
54,396,4.599996,3 2 4 11 9 6 17 5 13 16 15 8 7 14 20 12 18 19 23 10 1 24 21 22
55,396,4.499996,3 2 4 11 9 6 17 5 13 16 15 8 7 14 20 12 18 19 23 10 1 24 21 22
56,396,4.399996,3 2 4 11 9 6 17 5 13 16 15 8 7 14 20 12 18 19 23 10 1 24 21 22
57,396,4.299996,3 2 4 11 9 6 17 5 13 16 15 8 7 14 20 12 18 19 23 10 1 24 21 22
58,396,4.199996,3 2 4 11 9 6 17 5 13 16 15 8 7 14 20 12 18 19 23 10 1 24 21 22
59,396,4.099997,3 2 4 11 9 6 17 5 13 16 15 8 7 14 20 12 18 19 23 10 1 24 21 22
60,404,3.999997,3 2 4 11 9 6 17 5 13 16 15 8 7 14 24 12 18 19 23 10 1 20 21 22
61,404,3.899997,3 2 4 11 9 6 17 5 13 16 15 8 7 14 24 12 18 19 23 10 1 20 21 22
62,382,3.799997,3 2 4 11 9 6 1 5 13 16 15 8 7 14 24 12 18 19 23 10 17 20 21 22
63,382,3.699997,3 2 4 11 9 6 1 5 13 16 15 8 7 14 24 12 18 19 23 10 17 20 21 22
64,380,3.599997,3 2 4 11 9 6 1 5 13 16 15 14 7 8 24 12 18 19 23 10 17 20 21 22
65,380,3.499997,3 2 4 11 9 6 1 5 13 16 15 14 7 8 24 12 18 19 23 10 17 20 21 22
66,380,3.399997,3 2 4 11 9 6 1 5 13 16 15 14 7 8 24 12 18 19 23 10 17 20 21 22
67,380,3.299997,3 2 4 11 9 6 1 5 13 16 15 14 7 8 24 12 18 19 23 10 17 20 21 22
68,380,3.199997,3 2 4 11 9 6 1 5 13 16 15 14 7 8 24 12 18 19 23 10 17 20 21 22
69,380,3.099998,3 2 4 11 9 6 1 5 13 16 15 14 7 8 24 12 18 19 23 10 17 20 21 22
70,380,2.999998,3 2 4 11 9 6 1 5 13 16 15 14 7 8 24 12 18 19 23 10 17 20 21 22
71,380,2.899998,3 2 4 11 9 6 1 5 13 16 15 14 7 8 24 12 18 19 23 10 17 20 21 22
72,380,2.799998,3 2 4 11 9 6 1 5 13 16 15 14 7 8 24 12 18 19 23 10 17 20 21 22
73,380,2.699998,3 2 4 11 9 6 1 5 13 16 15 14 7 8 24 12 18 19 23 10 17 20 21 22
74,380,2.599998,3 2 4 11 9 6 1 5 13 16 15 14 7 8 24 12 18 19 23 10 17 20 21 22
75,380,2.499998,3 2 4 11 9 6 1 5 13 16 15 14 7 8 24 12 18 19 23 10 17 20 21 22
76,380,2.399998,3 2 4 11 9 6 1 5 13 16 15 14 7 8 24 12 18 19 23 10 17 20 21 22
77,380,2.299998,3 2 4 11 9 6 1 5 13 16 15 14 7 8 24 12 18 19 23 10 17 20 21 22
78,380,2.199998,3 2 4 11 9 6 1 5 13 16 15 14 7 8 24 12 21 19 23 10 17 20 18 22
79,380,2.099998,3 2 4 11 9 6 1 5 13 16 15 14 7 8 24 12 21 19 23 10 17 20 18 22
80,380,1.999998,3 2 4 11 9 6 1 5 13 16 15 14 7 8 24 12 21 19 23 10 17 20 18 22
81,380,1.899998,3 2 4 11 9 6 1 5 13 16 15 14 7 8 24 12 21 19 23 10 17 20 18 22
82,384,1.799998,3 2 4 11 9 6 1 5 13 22 15 14 7 8 24 12 21 19 23 10 17 20 18 16
83,384,1.699998,3 2 4 11 9 6 1 5 13 22 15 14 7 8 24 12 21 19 23 10 17 20 18 16
84,384,1.599998,3 2 4 11 9 6 1 5 13 22 15 14 7 8 24 12 21 19 23 10 17 20 18 16
85,384,1.499998,3 2 4 11 9 6 1 5 13 22 15 14 7 8 24 12 21 19 23 10 17 20 18 16
86,384,1.399998,3 2 4 11 9 6 1 5 13 22 15 14 7 8 24 12 21 19 23 10 17 20 18 16
87,384,1.299998,3 2 4 11 9 6 1 5 13 22 15 14 7 8 24 12 21 19 23 10 17 20 18 16
88,380,1.199998,3 2 4 11 5 6 1 9 13 22 15 14 7 8 24 12 21 19 23 10 17 20 18 16
89,380,1.099998,3 2 4 11 5 6 1 9 13 22 15 14 7 8 24 12 21 19 23 10 17 20 18 16
90,380,0.9999982,3 2 4 11 5 6 1 9 13 22 15 14 7 8 24 12 21 19 23 10 17 20 18 16
91,380,0.8999982,3 2 4 11 5 6 1 9 13 22 15 14 7 8 24 12 21 19 23 10 17 20 18 16
92,380,0.7999982,3 2 4 11 5 6 1 9 13 22 15 14 7 8 24 12 21 19 23 10 17 20 18 16
93,380,0.6999981,3 2 4 11 5 6 1 9 13 22 15 14 7 8 24 12 21 19 23 10 17 20 18 16
94,380,0.5999981,3 2 4 11 5 6 1 9 13 22 15 14 7 8 24 12 21 19 23 10 17 20 18 16
95,378,0.4999981,3 2 4 11 5 6 14 9 13 22 15 1 7 8 24 12 21 19 23 10 17 20 18 16
96,378,0.3999981,3 2 4 11 5 6 14 9 13 22 15 1 7 8 24 12 21 19 23 10 17 20 18 16
97,378,0.2999981,3 2 4 11 5 6 14 9 13 22 15 1 7 8 24 12 21 19 23 10 17 20 18 16
98,378,0.1999981,3 2 4 11 5 6 14 9 13 22 15 1 7 8 24 12 21 19 23 10 17 20 18 16
99,378,0.09999814,3 2 4 11 5 6 14 9 13 22 15 1 7 8 24 12 21 19 23 10 17 20 18 16
